customer_id,name,age,gender,city,income
142,Ishaan,56.0,Male,Pune,176193.0
143,Asha,35.0,Male,Bangalore,148563.0
144,Siddharth,21.0,Male,Chandigarh,57487.0
145,Amit,42.0,Female,Mumbai,184433.0
146,Rahul,31.0,Female,Lucknow,41223.0
147,Sanya,26.0,Female,Surat,92930.0
148,Aditi,43.0,Male,Chennai,165128.0
149,Savita,19.0,Male,Bhopal,48380.0
150,Amit,37.0,Male,Delhi,46035.0
151,Rohan,45.0,Male,Nagpur,50620.0
152,Ananya,64.0,Male,Bangalore,170949.0
153,Simran,24.0,Male,Mumbai,137360.0
154,Rohan,61.0,Female,Jaipur,73352.0
155,Neha,25.0,Female,Kolkata,181983.0
156,Nandini,64.0,Female,Surat,183856.0
157,Neha,52.0,Female,Delhi,23191.0
158,Lakshmi,31.0,Male,Bhopal,184232.0
159,Riya,34.0,Male,Surat,110536.0
160,Yogesh,,Female,Chandigarh,124576.0
161,Kabir,,Male,Kolkata,23631.0
162,Jyoti,21.0,Female,Surat,157244.0
163,Nikhil,19.0,Female,Indore,62080.0
164,Rekha,23.0,Female,Jaipur,110353.0
165,Priya,59.0,Male,Mumbai,171353.0
166,Simran,21.0,Female,Nagpur,48671.0
167,Ananya,46.0,Female,Pune,142811.0
168,Dinesh,35.0,Female,Kolkata,147734.0
169,Nisha,43.0,Male,Bhopal,179674.0
170,Ajay,61.0,Male,Chandigarh,71399.0
171,Sunita,51.0,Female,Indore,174544.0
172,Harish,27.0,Male,Delhi,27099.0
173,Mamta,53.0,Male,Ahmedabad,176503.0
174,Sandeep,31.0,Male,Hyderabad,76492.0
175,Raj,48.0,Male,Bangalore,116722.0
176,Geeta,32.0,Male,Nagpur,198756.0
177,Vihaan,,Male,Surat,50111.0
178,Naresh,31.0,Male,Pune,83936.0
179,Vivaan,40.0,Male,Kolkata,173686.0
180,Kabir,57.0,Male,Surat,193063.0
181,Usha,38.0,Male,Lucknow,
182,Aditya,33.0,Female,Bangalore,83530.0
183,Satish,62.0,Female,Ahmedabad,187296.0
184,Nisha,35.0,Male,Indore,27788.0
185,Ananya,64.0,Female,Bhopal,48082.0
186,Nandini,41.0,Female,Jaipur,143287.0
187,Aditya,43.0,Male,Indore,109570.0
188,Sandeep,42.0,Male,Indore,121015.0
189,Rohan,62.0,Male,Hyderabad,103588.0
190,Simran,58.0,Female,Mumbai,167603.0
191,Rahul,46.0,Female,Indore,108340.0
192,Nikhil,,Male,Surat,114439.0
193,Sunita,62.0,Male,Ahmedabad,195929.0
194,Ajay,18.0,Male,Ahmedabad,161214.0
195,Raj,42.0,Female,Jaipur,135053.0
196,Ishaan,24.0,Female,Chennai,68355.0
197,Raj,26.0,Female,Jaipur,160938.0
198,Neha,41.0,Female,Surat,145426.0
199,Aditi,18.0,Male,Bhopal,84027.0
200,Usha,61.0,Male,Chennai,179210.0
201,Rahul,25.0,Male,Chennai,112601.0
202,Asha,41.0,Male,Pune,49956.0
203,Vinod,28.0,Female,Pune,124797.0
204,Girish,34.0,Female,Delhi,144917.0
205,Vivaan,25.0,Male,Kolkata,146303.0
206,Lakshmi,,Male,Kolkata,156511.0
207,Sunita,,Female,Chandigarh,198313.0
208,Ishaan,50.0,Male,Nagpur,62533.0
209,Rekha,22.0,Female,Mumbai,179342.0
210,Jyoti,59.0,Male,Kolkata,98815.0
211,Pooja,56.0,Male,Pune,59279.0
212,Ishaan,58.0,Male,Delhi,129787.0
213,Nikhil,45.0,Male,Indore,174960.0
214,Simran,24.0,Male,Delhi,168702.0
215,Rahul,26.0,Male,Indore,81063.0
216,Sunita,25.0,Male,Bhopal,147896.0
217,Asha,29.0,Female,Bhopal,
218,Dinesh,51.0,Female,Chennai,117661.0
219,Aditya,50.0,Female,Chandigarh,158051.0
220,Vinod,40.0,Female,Nagpur,177261.0
221,Shreya,,Female,Jaipur,193672.0
222,Ajay,54.0,Male,Mumbai,143257.0
223,Satish,52.0,Male,Surat,106205.0
224,Satish,61.0,Female,Chennai,26910.0
225,Meera,57.0,Male,Jaipur,66857.0
226,Aditya,39.0,Female,Kolkata,54964.0
227,Pallavi,44.0,Female,Chandigarh,176299.0
228,Kabir,52.0,Male,Chennai,157050.0
229,Yogesh,18.0,Male,Bangalore,37153.0
230,Shreya,52.0,Male,Kolkata,79765.0
231,Vikram,54.0,Female,Jaipur,128212.0
232,Rahul,64.0,Male,Mumbai,59071.0
233,Vivaan,31.0,Female,Surat,132990.0
234,Aditi,20.0,Female,Jaipur,89519.0
235,Shweta,18.0,Female,Indore,29503.0
236,Geeta,22.0,Male,Bhopal,115457.0
237,Mamta,43.0,Male,Chennai,167977.0
238,Naresh,31.0,Female,Chennai,65838.0
239,Shreya,56.0,Male,Surat,145200.0
240,Aditi,44.0,Male,Ahmedabad,109489.0
241,Girish,26.0,Male,Mumbai,46806.0
242,Manish,,Female,Lucknow,196072.0
243,Vikram,32.0,Female,Kolkata,173240.0
244,Mamta,,Male,Delhi,90119.0
245,Shweta,59.0,Female,Surat,58714.0
246,Girish,30.0,Male,Mumbai,75419.0
247,Nikhil,49.0,Male,Delhi,125432.0
248,Sanya,56.0,Male,Mumbai,112949.0
249,Riya,49.0,Male,Mumbai,153533.0
250,Arjun,21.0,Female,Jaipur,165363.0
251,Pooja,47.0,Female,Nagpur,
252,Mohan,54.0,Female,Indore,96971.0
253,Dinesh,40.0,Male,Mumbai,113471.0
254,Rekha,56.0,Male,Nagpur,84946.0
255,Riya,62.0,Male,Ahmedabad,118989.0
256,Mohan,32.0,Female,Lucknow,104080.0
257,Ramesh,60.0,Male,Chennai,
258,Siddharth,46.0,Female,Hyderabad,50841.0
259,Praveen,53.0,Female,Delhi,144447.0
260,Ramesh,30.0,Female,Chennai,140029.0
261,Vikram,49.0,Female,Hyderabad,199830.0
262,Raj,24.0,Female,Lucknow,96272.0
263,Aditya,39.0,Female,Indore,57643.0
264,Arjun,45.0,Male,Lucknow,63950.0
265,Komal,19.0,Male,Delhi,120500.0
266,Manish,59.0,Female,Bhopal,179116.0
267,Ananya,62.0,Female,Delhi,145588.0
268,Savita,23.0,Male,Lucknow,35997.0
269,Meera,45.0,Female,Hyderabad,99751.0
270,Sandeep,45.0,Female,Surat,118605.0
271,Priya,61.0,Male,Mumbai,174983.0
272,Sanya,61.0,Female,Kolkata,
273,Sunita,37.0,Female,Chandigarh,
274,Ishaan,47.0,Female,Nagpur,165643.0
275,Varsha,28.0,Male,Bangalore,128255.0
276,Vinod,45.0,Male,Chandigarh,78005.0
277,Siddharth,42.0,Male,Chennai,63541.0
278,Lakshmi,56.0,Female,Jaipur,43387.0
279,Vivaan,50.0,Female,Chennai,113980.0
280,Simran,,Male,Jaipur,199980.0
281,Simran,44.0,Female,Hyderabad,105457.0
282,Lakshmi,30.0,Female,Bhopal,164129.0
283,Nikhil,58.0,Female,Jaipur,84028.0
284,Suresh,20.0,Female,Delhi,139246.0
285,Riya,56.0,Female,Surat,75731.0
286,Dinesh,23.0,Male,Kolkata,175930.0
287,Sandeep,25.0,Female,Kolkata,199761.0
288,Aarav,44.0,Male,Delhi,64638.0
289,Vinod,26.0,Female,Surat,197558.0
290,Jyoti,54.0,Male,Indore,40567.0
291,Priya,50.0,Female,Ahmedabad,180811.0
292,Vinod,59.0,Male,Indore,77804.0
293,Mamta,61.0,Female,Bhopal,128821.0
294,Rekha,41.0,Male,Chandigarh,23754.0
295,Savita,32.0,Female,Bhopal,47044.0
296,Rahul,49.0,Male,Hyderabad,87260.0
297,Satish,49.0,Female,Chandigarh,86912.0
298,Girish,41.0,Male,Ahmedabad,28706.0
299,Amit,58.0,Male,Ahmedabad,28894.0
300,Priya,,Female,Chennai,169109.0
301,Nisha,56.0,Female,Lucknow,103986.0
302,Siddharth,19.0,Male,Chennai,101942.0
303,Ishaan,20.0,Female,Lucknow,
304,Nikhil,54.0,Male,Bhopal,156998.0
305,Aarav,34.0,Male,Bangalore,124555.0
306,Jyoti,19.0,Male,Bhopal,29496.0
307,Mamta,19.0,Female,Jaipur,76447.0
308,Jyoti,45.0,Male,Surat,121604.0
309,Riya,40.0,Male,Lucknow,180878.0
310,Komal,54.0,Female,Indore,108199.0
311,Savita,49.0,Female,Chandigarh,61321.0
312,Kavya,50.0,Female,Delhi,173728.0
313,Komal,18.0,Female,Chennai,75147.0
314,Shweta,36.0,Male,Surat,111396.0
315,Rohan,19.0,Male,Hyderabad,58787.0
316,Sandeep,61.0,Male,Surat,41727.0
317,Sunita,43.0,Male,Nagpur,115081.0
318,Kunal,49.0,Female,Jaipur,142721.0
319,Ajay,,Male,Nagpur,88056.0
320,Sunita,49.0,Male,Bangalore,154153.0
321,Komal,21.0,Female,Lucknow,185268.0
322,Lakshmi,,Male,Bangalore,187807.0
323,Vihaan,34.0,Male,Hyderabad,100102.0
324,Sanya,,Male,Indore,176570.0
325,Raj,41.0,Male,Ahmedabad,96865.0
326,Savita,22.0,Male,Nagpur,182728.0
327,Ishaan,51.0,Male,Kolkata,87695.0
328,Rekha,23.0,Female,Nagpur,188972.0
329,Satish,39.0,Female,Hyderabad,137235.0
330,Suresh,28.0,Male,Pune,198773.0
331,Shweta,33.0,Male,Hyderabad,128777.0
332,Aarav,50.0,Female,Bangalore,39033.0
333,Lakshmi,26.0,Male,Surat,161877.0
334,Shreya,23.0,Male,Delhi,186923.0
335,Manish,33.0,Male,Chennai,46832.0
336,Diya,46.0,Female,Delhi,135725.0
337,Priya,20.0,Male,Bangalore,165016.0
338,Raj,37.0,Female,Chennai,39873.0
339,Mamta,53.0,Male,Pune,60372.0
340,Ajay,36.0,Female,Kolkata,109464.0
341,Yogesh,43.0,Female,Jaipur,166451.0
342,Kunal,20.0,Male,Chandigarh,137322.0
343,Pooja,36.0,Female,Bangalore,187823.0
344,Meera,,Male,Surat,120082.0
345,Pooja,49.0,Female,Lucknow,25110.0
346,Mamta,24.0,Male,Bangalore,32087.0
347,Geeta,58.0,Male,Bangalore,174834.0
348,Ananya,50.0,Female,Nagpur,102617.0
349,Ananya,57.0,Male,Nagpur,120483.0
350,Jyoti,56.0,Male,Chennai,29596.0
351,Manish,35.0,Female,Bhopal,127539.0
352,Pallavi,57.0,Male,Bhopal,38313.0
353,Vivaan,18.0,Male,Mumbai,133175.0
354,Savita,28.0,Female,Hyderabad,134914.0
355,Rekha,45.0,Female,Surat,43705.0
356,Satish,42.0,Male,Mumbai,93445.0
357,Arjun,40.0,Male,Indore,123892.0
358,Arjun,48.0,Female,Pune,22023.0
359,Usha,,Female,Bhopal,139654.0
360,Swati,59.0,Male,Lucknow,100073.0
361,Dinesh,52.0,Female,Nagpur,112197.0
362,Ishaan,24.0,Male,Kolkata,84429.0
363,Riya,33.0,Male,Ahmedabad,
364,Suresh,43.0,Male,Pune,53848.0
365,Sandeep,19.0,Male,Ahmedabad,188876.0
366,Lakshmi,18.0,Male,Surat,166451.0
367,Siddharth,29.0,Female,Surat,47766.0
368,Aditi,22.0,Female,Indore,88099.0
369,Rekha,,Female,Ahmedabad,187132.0
370,Savita,49.0,Female,Surat,89122.0
371,Jyoti,26.0,Male,Kolkata,167159.0
372,Asha,58.0,Male,Delhi,68868.0
373,Vihaan,52.0,Male,Mumbai,139119.0
374,Naresh,36.0,Male,Bangalore,174297.0
375,Kunal,33.0,Female,Jaipur,115286.0
376,Vikram,20.0,Male,Ahmedabad,26643.0
377,Usha,37.0,Male,Lucknow,56727.0
378,Girish,41.0,Female,Pune,162077.0
379,Raj,50.0,Female,Delhi,129079.0
380,Tanvi,41.0,Female,Ahmedabad,
381,Praveen,28.0,Female,Delhi,36029.0
382,Suresh,25.0,Male,Bhopal,165298.0
383,Tanvi,53.0,Male,Delhi,179803.0
384,Priya,55.0,Female,Ahmedabad,
385,Pooja,57.0,Male,Chennai,130384.0
386,Aditya,37.0,Male,Hyderabad,88926.0
387,Vivaan,52.0,Male,Lucknow,157069.0
388,Amit,42.0,Female,Bangalore,75506.0
389,Diya,52.0,Male,Bangalore,98229.0
390,Ramesh,42.0,Female,Lucknow,62092.0
391,Dinesh,,Male,Chennai,82539.0
392,Aditya,35.0,Male,Nagpur,172889.0
393,Ramesh,63.0,Male,Surat,188933.0
394,Aditya,35.0,Female,Bangalore,33428.0
395,Aarav,19.0,Male,Nagpur,195006.0
396,Vivaan,52.0,Female,Delhi,161330.0
397,Naresh,33.0,Female,Kolkata,77775.0
398,Sunita,58.0,Female,Pune,25469.0
399,Meera,53.0,Male,Bhopal,48854.0
400,Aditya,,Male,Mumbai,157328.0
401,Vivaan,21.0,Male,Bangalore,96256.0
402,Praveen,50.0,Male,Lucknow,185009.0
403,Kabir,31.0,Female,Kolkata,119134.0
404,Sandeep,38.0,Female,Ahmedabad,152723.0
405,Amit,,Female,Indore,104730.0
406,Vivaan,25.0,Male,Hyderabad,176123.0
407,Komal,24.0,Female,Lucknow,47386.0
408,Pooja,,Male,Surat,167256.0
409,Rahul,34.0,Female,Indore,53787.0
410,Usha,50.0,Male,Indore,41621.0
411,Manish,29.0,Male,Delhi,97984.0
412,Aditi,39.0,Female,Hyderabad,196325.0
413,Rekha,39.0,Female,Pune,54051.0
414,Arjun,63.0,Female,Pune,69811.0
415,Jyoti,47.0,Female,Chennai,50447.0
416,Mamta,55.0,Male,Nagpur,148046.0
417,Geeta,55.0,Female,Jaipur,181326.0
418,Geeta,62.0,Female,Indore,104045.0
419,Swati,25.0,Female,Chennai,136859.0
420,Pooja,44.0,Male,Surat,165544.0
421,Varsha,44.0,Male,Nagpur,23471.0
422,Swati,51.0,Female,Bhopal,
423,Yogesh,38.0,Male,Indore,159401.0
424,Deepa,47.0,Female,Kolkata,185937.0
425,Vihaan,50.0,Male,Hyderabad,66850.0
426,Rohan,45.0,Male,Jaipur,74220.0
427,Rohan,64.0,Male,Ahmedabad,113808.0
428,Usha,50.0,Male,Delhi,157469.0
429,Siddharth,22.0,Female,Hyderabad,186597.0
430,Neha,36.0,Female,Chennai,73072.0
431,Siddharth,21.0,Female,Mumbai,103820.0
432,Deepa,52.0,Male,Chandigarh,43284.0
433,Nikhil,34.0,Female,Jaipur,103369.0
434,Sandeep,61.0,Female,Jaipur,45122.0
435,Jyoti,45.0,Female,Surat,150349.0
436,Meera,47.0,Male,Delhi,90553.0
437,Vinod,46.0,Male,Bangalore,114788.0
438,Girish,63.0,Male,Pune,82812.0
439,Girish,23.0,Female,Pune,27999.0
440,Rohan,52.0,Female,Bhopal,42436.0
441,Meera,58.0,Female,Mumbai,62963.0
442,Vikram,54.0,Male,Kolkata,153168.0
443,Jyoti,41.0,Male,Surat,176351.0
444,Amit,46.0,Female,Kolkata,128899.0
445,Yogesh,,Male,Ahmedabad,46201.0
446,Sandeep,48.0,Male,Nagpur,170787.0
447,Rohan,52.0,Male,Hyderabad,180381.0
448,Pooja,50.0,Male,Bhopal,166150.0
449,Vihaan,38.0,Female,Bhopal,25105.0
450,Vihaan,49.0,Male,Chandigarh,137666.0
451,Rekha,40.0,Male,Lucknow,114848.0
452,Tanvi,50.0,Male,Bangalore,22839.0
453,Arjun,20.0,Male,Chennai,88920.0
454,Siddharth,35.0,Female,Indore,63619.0
455,Kavya,42.0,Female,Lucknow,62821.0
456,Rahul,59.0,Male,Nagpur,145736.0
457,Nikhil,48.0,Male,Lucknow,164565.0
458,Pooja,20.0,Male,Surat,37069.0
459,Sandeep,57.0,Male,Indore,27531.0
460,Vivaan,63.0,Male,Jaipur,188123.0
461,Tanvi,41.0,Male,Mumbai,
462,Yogesh,49.0,Female,Pune,158782.0
463,Sandeep,64.0,Male,Ahmedabad,87155.0
464,Nandini,39.0,Female,Kolkata,165047.0
465,Dinesh,40.0,Female,Chandigarh,82424.0
466,Rohan,19.0,Male,Surat,65603.0
467,Meera,44.0,Female,Mumbai,174324.0
468,Girish,59.0,Female,Jaipur,152503.0
469,Rekha,,Female,Chennai,188553.0
470,Ajay,43.0,Female,Ahmedabad,112573.0
471,Aarav,34.0,Female,Surat,160629.0
472,Ananya,,Female,Jaipur,123302.0
473,Savita,50.0,Male,Chandigarh,151234.0
474,Nandini,26.0,Female,Pune,185814.0
475,Pooja,60.0,Female,Bhopal,39675.0
476,Ishaan,56.0,Female,Pune,93997.0
477,Deepa,46.0,Male,Surat,168087.0
478,Manish,59.0,Female,Pune,183663.0
479,Swati,43.0,Male,Mumbai,160905.0
480,Aditi,52.0,Female,Mumbai,27896.0
481,Sandeep,42.0,Male,Kolkata,184044.0
482,Vikram,41.0,Male,Surat,69733.0
483,Praveen,30.0,Female,Kolkata,61800.0
484,Meera,24.0,Female,Surat,116044.0
485,Ishaan,53.0,Male,Bhopal,25347.0
486,Simran,62.0,Female,Bhopal,153715.0
487,Aarav,37.0,Male,Chennai,60785.0
488,Simran,18.0,Male,Surat,38681.0
489,Riya,25.0,Male,Chandigarh,123864.0
490,Varsha,63.0,Male,Nagpur,166964.0
491,Varsha,33.0,Male,Ahmedabad,67299.0
492,Nikhil,31.0,Female,Delhi,37073.0
493,Nisha,29.0,Male,Indore,122304.0
494,Siddharth,40.0,Male,Delhi,50682.0
495,Asha,32.0,Female,Jaipur,144302.0
496,Jyoti,45.0,Male,Bhopal,165361.0
497,Varsha,51.0,Female,Pune,135359.0
498,Dinesh,19.0,Female,Ahmedabad,158999.0
499,Usha,49.0,Female,Lucknow,199402.0
500,Naresh,40.0,Male,Nagpur,86707.0
501,Manish,39.0,Male,Mumbai,85428.0
502,Sanya,42.0,Male,Hyderabad,70601.0
503,Vihaan,39.0,Female,Bangalore,153611.0
504,Nisha,39.0,Male,Chennai,131487.0
505,Aditi,59.0,Female,Pune,173741.0
506,Meera,23.0,Male,Pune,171716.0
507,Ramesh,32.0,Female,Chandigarh,169817.0
508,Mohan,60.0,Male,Pune,48228.0
509,Rekha,54.0,Male,Mumbai,185593.0
510,Meera,50.0,Male,Mumbai,142788.0
511,Mohan,25.0,Female,Bangalore,117239.0
512,Shreya,61.0,Female,Indore,46928.0
513,Meera,61.0,Male,Surat,38322.0
514,Meera,22.0,Male,Lucknow,107896.0
515,Ramesh,56.0,Female,Ahmedabad,82292.0
516,Swati,21.0,Female,Pune,49055.0
517,Komal,23.0,Female,Delhi,62891.0
518,Shweta,62.0,Male,Kolkata,101912.0
519,Nandini,49.0,Female,Chandigarh,157660.0
520,Suresh,47.0,Male,Chandigarh,110536.0
521,Ishaan,64.0,Female,Indore,26304.0
522,Meera,52.0,Male,Delhi,27345.0
523,Komal,57.0,Female,Jaipur,180372.0
524,Ananya,33.0,Female,Delhi,175331.0
525,Nandini,30.0,Female,Nagpur,111006.0
526,Kavya,59.0,Female,Jaipur,166424.0
527,Vivaan,47.0,Female,Hyderabad,
528,Lakshmi,36.0,Male,Bhopal,184437.0
529,Vivaan,34.0,Female,Kolkata,39446.0
530,Vinod,36.0,Female,Bhopal,22336.0
531,Sandeep,45.0,Female,Chandigarh,82032.0
532,Pooja,43.0,Male,Delhi,117852.0
533,Vikram,54.0,Female,Hyderabad,158593.0
534,Priya,43.0,Male,Surat,174553.0
535,Mamta,40.0,Female,Chennai,38474.0
536,Geeta,26.0,Female,Ahmedabad,197832.0
537,Pooja,29.0,Male,Hyderabad,75718.0
538,Ramesh,18.0,Female,Indore,64629.0
539,Lakshmi,18.0,Male,Nagpur,65232.0
540,Kabir,64.0,Male,Ahmedabad,106544.0
541,Harish,51.0,Female,Delhi,70669.0
542,Ananya,49.0,Male,Lucknow,89184.0
543,Deepa,42.0,Female,Surat,199017.0
544,Usha,57.0,Female,Hyderabad,33140.0
545,Ramesh,62.0,Male,Kolkata,146468.0
546,Geeta,18.0,Male,Delhi,103457.0
547,Suresh,33.0,Male,Pune,34357.0
548,Shreya,,Male,Mumbai,131672.0
549,Riya,22.0,Female,Hyderabad,88673.0
550,Aditi,39.0,Female,Kolkata,141673.0
551,Usha,46.0,Male,Nagpur,85633.0
552,Naresh,20.0,Female,Chennai,116111.0
553,Shreya,29.0,Female,Pune,98258.0
554,Pooja,43.0,Female,Bhopal,163996.0
555,Riya,33.0,Female,Chennai,89286.0
556,Vikram,54.0,Male,Bhopal,
557,Arjun,39.0,Male,Delhi,94071.0
558,Usha,46.0,Female,Mumbai,50651.0
559,Girish,31.0,Male,Hyderabad,90202.0
560,Kunal,45.0,Male,Hyderabad,68777.0
561,Nikhil,22.0,Male,Lucknow,
562,Shreya,64.0,Female,Chandigarh,87263.0
563,Savita,47.0,Female,Lucknow,120158.0
564,Vivaan,63.0,Female,Indore,30800.0
565,Aarav,22.0,Male,Delhi,57823.0
566,Nikhil,29.0,Female,Delhi,
567,Harish,33.0,Female,Mumbai,38708.0
568,Geeta,43.0,Male,Lucknow,163891.0
569,Rohan,43.0,Female,Kolkata,83870.0
570,Vivaan,38.0,Female,Bhopal,29283.0
571,Rekha,56.0,Male,Kolkata,181645.0
572,Aditi,53.0,Male,Mumbai,98707.0
573,Komal,50.0,Male,Surat,182005.0
574,Riya,47.0,Female,Chandigarh,25774.0
575,Arjun,54.0,Female,Kolkata,162055.0
576,Neha,40.0,Female,Jaipur,116468.0
577,Mamta,,Male,Indore,116334.0
578,Vivaan,22.0,Male,Ahmedabad,38133.0
579,Mamta,53.0,Female,Mumbai,166011.0
580,Pooja,51.0,Female,Mumbai,20781.0
581,Raj,48.0,Male,Bangalore,134586.0
582,Nisha,27.0,Male,Bhopal,47624.0
583,Ishaan,36.0,Male,Indore,26823.0
584,Tanvi,49.0,Male,Pune,38489.0
585,Ajay,18.0,Female,Pune,191033.0
586,Rekha,22.0,Male,Jaipur,49118.0
587,Naresh,62.0,Female,Lucknow,120417.0
588,Kunal,21.0,Female,Indore,101816.0
589,Harish,33.0,Female,Surat,
590,Yogesh,41.0,Male,Delhi,33565.0
591,Girish,33.0,Male,Delhi,171426.0
592,Suresh,19.0,Male,Chennai,194023.0
593,Aarav,45.0,Male,Bhopal,
594,Usha,49.0,Female,Jaipur,43648.0
595,Pallavi,44.0,Male,Mumbai,61971.0
596,Dinesh,37.0,Male,Jaipur,
597,Kunal,41.0,Female,Jaipur,41253.0
598,Usha,29.0,Male,Nagpur,199635.0
599,Rohan,52.0,Female,Jaipur,177462.0
600,Mamta,50.0,Female,Pune,108664.0
601,Arjun,50.0,Female,Nagpur,123850.0
602,Riya,60.0,Female,Bhopal,183730.0
603,Priya,54.0,Female,Jaipur,157924.0
604,Mamta,29.0,Female,Chandigarh,153623.0
605,Rohan,,Female,Ahmedabad,91947.0
606,Mohan,18.0,Female,Delhi,81001.0
607,Dinesh,50.0,Male,Nagpur,142775.0
608,Sanya,57.0,Male,Chennai,53243.0
609,Rahul,27.0,Male,Indore,172872.0
610,Nisha,60.0,Male,Ahmedabad,95939.0
611,Lakshmi,61.0,Female,Chennai,77828.0
612,Aditi,46.0,Male,Bangalore,158311.0
613,Naresh,30.0,Female,Chennai,26710.0
614,Amit,29.0,Male,Delhi,172456.0
615,Aditi,48.0,Male,Delhi,172110.0
616,Vinod,63.0,Male,Nagpur,191918.0
617,Sunita,19.0,Female,Jaipur,57991.0
618,Nandini,52.0,Male,Hyderabad,158043.0
619,Riya,40.0,Female,Bangalore,180211.0
620,Komal,34.0,Female,Nagpur,105445.0
621,Manish,43.0,Male,Chandigarh,100257.0
622,Riya,25.0,Male,Mumbai,
623,Praveen,46.0,Male,Kolkata,26530.0
624,Shweta,43.0,Female,Indore,31116.0
625,Nandini,27.0,Male,Chennai,85794.0
626,Meera,43.0,Female,Hyderabad,151354.0
627,Ananya,51.0,Female,Jaipur,152970.0
628,Sunita,58.0,Male,Pune,24135.0
629,Siddharth,24.0,Male,Bhopal,157701.0
630,Ajay,,Female,Mumbai,129472.0
631,Rahul,62.0,Female,Surat,145147.0
632,Kabir,28.0,Female,Lucknow,109087.0
633,Aarav,46.0,Male,Hyderabad,53380.0
634,Amit,53.0,Female,Bhopal,149951.0
635,Satish,42.0,Male,Pune,37071.0
636,Arjun,38.0,Female,Bangalore,40074.0
637,Sunita,53.0,Female,Surat,87843.0
638,Riya,,Male,Nagpur,59901.0
639,Ishaan,,Female,Jaipur,31205.0
640,Mohan,26.0,Male,Mumbai,144661.0
641,Tanvi,41.0,Male,Mumbai,25906.0
642,Dinesh,52.0,Female,Mumbai,153663.0
643,Naresh,52.0,Male,Bangalore,145576.0
644,Siddharth,53.0,Male,Surat,82987.0
645,Dinesh,35.0,Female,Chennai,100685.0
646,Aarav,56.0,Male,Lucknow,130454.0
647,Priya,49.0,Male,Chandigarh,125487.0
648,Vivaan,41.0,Male,Bangalore,74400.0
649,Mamta,40.0,Female,Kolkata,176222.0
650,Asha,49.0,Male,Indore,51852.0
651,Praveen,54.0,Female,Indore,193942.0
652,Sanya,,Female,Lucknow,72756.0
653,Rekha,30.0,Male,Delhi,135357.0
654,Kabir,40.0,Male,Indore,139052.0
655,Ajay,42.0,Male,Jaipur,76481.0
656,Raj,52.0,Female,Bangalore,21283.0
657,Ramesh,58.0,Male,Pune,53691.0
658,Dinesh,47.0,Male,Lucknow,152197.0
659,Sanya,34.0,Male,Kolkata,46170.0
660,Siddharth,37.0,Male,Delhi,28438.0
661,Arjun,42.0,Male,Chennai,40095.0
662,Kabir,39.0,Female,Surat,167226.0
663,Kunal,30.0,Female,Pune,159076.0
664,Raj,36.0,Male,Nagpur,29752.0
665,Praveen,53.0,Male,Lucknow,75426.0
666,Varsha,29.0,Male,Jaipur,46819.0
667,Sandeep,58.0,Male,Surat,112051.0
668,Kabir,36.0,Female,Pune,175289.0
669,Praveen,29.0,Male,Delhi,52994.0
670,Neha,26.0,Female,Pune,166108.0
671,Aditi,24.0,Female,Bhopal,117756.0
672,Vinod,45.0,Male,Surat,160659.0
673,Pooja,31.0,Female,Ahmedabad,115665.0
674,Usha,48.0,Female,Bhopal,151717.0
675,Rohan,36.0,Female,Chandigarh,182002.0
